text,sentiment_compound,sentiment_label,distortion_always_negative,distortion_expecting_worst,distortion_blaming_yourself,distortion_assuming_others,distortion_all_or_nothing,consecutive_negative_days,risk_level
I had a good time with my friends.,0.721,Positive,0,0,0,0,0,0,Low
They probably think I'm stupid.,-0.515,Negative,0,0,0,0,0,6,Medium
"Nothing matters anymore, it's all ruined.",-0.325,Negative,0,0,0,1,0,5,Medium
They probably think I'm stupid.,-0.489,Negative,1,0,1,1,0,7,Medium
"If it's not perfect, it's a total failure.",-0.73,Negative,0,0,0,0,0,4,Medium
I had a good time with my friends.,0.497,Positive,0,0,0,0,0,0,Low
"If it's not perfect, it's a total failure.",-0.463,Negative,0,0,1,0,0,5,Medium
Things are getting better step by step.,0.842,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.072,Neutral,0,0,0,0,0,1,Low
"I will never succeed, this always happens.",-0.366,Negative,0,0,0,0,0,3,Medium
"Nothing matters anymore, it's all ruined.",-0.654,Negative,1,1,0,1,1,3,High
"I guess today was okay, just normal.",-0.085,Neutral,0,0,0,0,0,6,Medium
It's my fault they are mad at me.,-0.776,Negative,1,0,0,0,1,5,High
"I guess today was okay, just normal.",-0.028,Neutral,0,0,0,0,0,6,Medium
"If it's not perfect, it's a total failure.",-0.911,Negative,1,0,0,0,0,7,Medium
I am so stressed and tired of this.,-0.384,Negative,1,0,1,0,0,5,Medium
"I guess today was okay, just normal.",-0.04,Neutral,0,0,0,0,0,4,Medium
"I guess today was okay, just normal.",-0.084,Neutral,0,0,0,0,0,5,Medium
Things are getting better step by step.,0.774,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",0.043,Neutral,0,0,0,0,0,2,Medium
"I will never succeed, this always happens.",-0.138,Negative,0,0,0,0,0,7,Medium
They probably think I'm stupid.,-0.823,Negative,0,1,0,0,0,3,Medium
"I guess today was okay, just normal.",-0.07,Neutral,0,0,0,0,0,2,Medium
I am so stressed and tired of this.,-0.964,Negative,0,1,0,0,0,5,Medium
I am so stressed and tired of this.,-0.503,Negative,1,0,1,0,0,7,High
"Nothing matters anymore, it's all ruined.",-0.556,Negative,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.005,Neutral,0,0,0,0,0,2,Medium
I am so stressed and tired of this.,-0.318,Negative,1,0,1,0,0,2,Medium
"I feel great today, everything went well.",0.281,Positive,0,0,0,0,0,2,Medium
I am so stressed and tired of this.,-0.471,Negative,0,1,0,0,0,3,Medium
"I guess today was okay, just normal.",-0.042,Neutral,0,0,0,0,0,3,Medium
It's my fault they are mad at me.,-0.189,Negative,0,0,0,0,0,6,Medium
"If it's not perfect, it's a total failure.",-0.116,Negative,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.046,Neutral,0,0,0,0,0,1,Low
They probably think I'm stupid.,-0.726,Negative,1,0,0,1,0,4,High
"I guess today was okay, just normal.",0.087,Neutral,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.058,Neutral,0,0,0,0,0,3,Medium
They probably think I'm stupid.,-0.998,Negative,1,1,1,0,1,5,High
"I guess today was okay, just normal.",-0.074,Neutral,0,0,0,0,0,6,Medium
They probably think I'm stupid.,-0.459,Negative,1,0,0,0,0,1,Medium
"I feel great today, everything went well.",0.475,Positive,0,0,0,0,0,1,Low
It's my fault they are mad at me.,-0.371,Negative,1,0,0,1,0,3,Medium
"I guess today was okay, just normal.",-0.014,Neutral,0,0,0,0,0,5,Medium
"I guess today was okay, just normal.",-0.055,Neutral,0,0,0,0,0,4,Medium
"I guess today was okay, just normal.",0.048,Neutral,0,0,0,0,0,2,Medium
I had a good time with my friends.,0.113,Positive,0,0,0,0,0,0,Low
Things are getting better step by step.,0.255,Positive,0,0,0,0,0,2,Medium
I am so stressed and tired of this.,-0.703,Negative,0,1,0,0,0,1,Medium
I am so stressed and tired of this.,-0.718,Negative,1,0,1,0,0,2,Medium
I am so stressed and tired of this.,-0.324,Negative,1,0,0,0,0,6,Medium
"Nothing matters anymore, it's all ruined.",-0.341,Negative,0,0,0,0,0,5,Medium
"Nothing matters anymore, it's all ruined.",-0.902,Negative,0,0,1,0,0,5,Medium
It's my fault they are mad at me.,-0.544,Negative,1,0,0,1,1,5,High
"I feel great today, everything went well.",0.174,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.0,Neutral,0,0,0,0,0,2,Medium
"I will never succeed, this always happens.",-0.436,Negative,1,0,1,0,0,2,Medium
"If it's not perfect, it's a total failure.",-0.764,Negative,1,0,1,0,1,3,High
"I guess today was okay, just normal.",-0.043,Neutral,0,0,0,0,0,7,Medium
Things are getting better step by step.,0.105,Positive,0,0,0,0,0,1,Low
"I feel great today, everything went well.",0.971,Positive,0,0,0,0,0,0,Low
"If it's not perfect, it's a total failure.",-0.616,Negative,0,1,1,0,0,2,Medium
I had a good time with my friends.,0.522,Positive,0,0,0,0,0,2,Medium
"I will never succeed, this always happens.",-0.133,Negative,0,0,0,0,0,6,Medium
"I guess today was okay, just normal.",-0.042,Neutral,0,0,0,0,0,4,Medium
I had a good time with my friends.,0.384,Positive,0,0,0,0,0,0,Low
I had a good time with my friends.,0.931,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.039,Neutral,0,0,0,0,0,2,Medium
"I will never succeed, this always happens.",-0.793,Negative,0,0,0,0,0,7,Medium
"I guess today was okay, just normal.",-0.06,Neutral,0,0,0,0,0,7,Medium
"I guess today was okay, just normal.",-0.056,Neutral,0,0,0,0,0,6,Medium
I am so stressed and tired of this.,-0.591,Negative,0,1,0,1,0,7,High
"I feel great today, everything went well.",0.805,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.05,Neutral,0,0,0,0,0,5,Medium
"I feel great today, everything went well.",0.77,Positive,0,0,0,0,0,1,Low
I had a good time with my friends.,0.395,Positive,0,0,0,0,0,2,Medium
I am so stressed and tired of this.,-0.923,Negative,1,1,0,0,1,5,High
"I will never succeed, this always happens.",-0.814,Negative,0,1,0,1,0,2,Medium
"If it's not perfect, it's a total failure.",-0.413,Negative,1,0,1,0,0,2,Medium
"If it's not perfect, it's a total failure.",-0.718,Negative,0,1,0,1,0,6,High
"I guess today was okay, just normal.",0.056,Neutral,0,0,0,0,0,2,Medium
"If it's not perfect, it's a total failure.",-0.843,Negative,0,0,0,0,1,3,Medium
"I feel great today, everything went well.",0.949,Positive,0,0,0,0,0,2,Medium
It's my fault they are mad at me.,-0.271,Negative,0,0,0,0,0,5,Medium
"I guess today was okay, just normal.",-0.067,Neutral,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.025,Neutral,0,0,0,0,0,6,Medium
I had a good time with my friends.,0.847,Positive,0,0,0,0,0,0,Low
"I feel great today, everything went well.",0.77,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.027,Neutral,0,0,0,0,0,1,Low
"I will never succeed, this always happens.",-0.158,Negative,0,0,0,0,0,4,Medium
It's my fault they are mad at me.,-0.269,Negative,0,0,0,0,0,1,Medium
"I guess today was okay, just normal.",-0.025,Neutral,0,0,0,0,0,4,Medium
I had a good time with my friends.,0.95,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",0.047,Neutral,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.074,Neutral,0,0,0,0,0,2,Medium
"I will never succeed, this always happens.",-0.528,Negative,0,0,1,1,0,6,High
"I feel great today, everything went well.",0.2,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",0.002,Neutral,0,0,0,0,0,1,Low
They probably think I'm stupid.,-0.312,Negative,1,0,0,0,0,6,Medium
They probably think I'm stupid.,-0.27,Negative,0,0,0,0,0,6,Medium
"I guess today was okay, just normal.",-0.053,Neutral,0,0,0,0,0,4,Medium
"I feel great today, everything went well.",0.163,Positive,0,0,0,0,0,2,Medium
They probably think I'm stupid.,-0.165,Negative,0,0,0,0,0,6,Medium
I had a good time with my friends.,0.867,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.023,Neutral,0,0,0,0,0,2,Medium
"If it's not perfect, it's a total failure.",-0.468,Negative,0,0,0,0,0,1,Medium
I had a good time with my friends.,0.58,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.058,Neutral,0,0,0,0,0,1,Low
Things are getting better step by step.,0.638,Positive,0,0,0,0,0,0,Low
I am so stressed and tired of this.,-0.943,Negative,1,0,0,1,0,5,High
I am so stressed and tired of this.,-0.885,Negative,1,1,0,0,0,7,High
It's my fault they are mad at me.,-0.326,Negative,0,0,1,1,0,6,Medium
"I guess today was okay, just normal.",0.06,Neutral,0,0,0,0,0,0,Low
"I will never succeed, this always happens.",-0.213,Negative,0,0,0,0,0,5,Medium
Things are getting better step by step.,0.277,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",0.064,Neutral,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.056,Neutral,0,0,0,0,0,1,Low
"I feel great today, everything went well.",0.19,Positive,0,0,0,0,0,0,Low
It's my fault they are mad at me.,-0.384,Negative,1,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.034,Neutral,0,0,0,0,0,1,Low
"I will never succeed, this always happens.",-0.522,Negative,1,0,0,0,1,7,High
Things are getting better step by step.,0.917,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.092,Neutral,0,0,0,0,0,2,Medium
I had a good time with my friends.,0.833,Positive,0,0,0,0,0,2,Medium
I had a good time with my friends.,0.544,Positive,0,0,0,0,0,1,Low
"I will never succeed, this always happens.",-0.723,Negative,1,0,0,0,1,4,High
They probably think I'm stupid.,-0.972,Negative,1,1,0,0,0,2,Medium
"I guess today was okay, just normal.",0.039,Neutral,0,0,0,0,0,1,Low
I had a good time with my friends.,0.755,Positive,0,0,0,0,0,1,Low
I am so stressed and tired of this.,-0.411,Negative,0,0,0,0,0,6,Medium
"I guess today was okay, just normal.",-0.088,Neutral,0,0,0,0,0,5,Medium
"I feel great today, everything went well.",0.203,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",0.058,Neutral,0,0,0,0,0,0,Low
Things are getting better step by step.,0.955,Positive,0,0,0,0,0,1,Low
I had a good time with my friends.,0.482,Positive,0,0,0,0,0,0,Low
They probably think I'm stupid.,-0.888,Negative,0,0,0,0,1,6,Medium
"I will never succeed, this always happens.",-0.704,Negative,0,0,0,0,0,3,Medium
"I feel great today, everything went well.",0.465,Positive,0,0,0,0,0,2,Medium
Things are getting better step by step.,0.37,Positive,0,0,0,0,0,1,Low
"I feel great today, everything went well.",0.837,Positive,0,0,0,0,0,1,Low
I had a good time with my friends.,0.741,Positive,0,0,0,0,0,0,Low
They probably think I'm stupid.,-0.149,Negative,0,0,0,0,0,4,Medium
"I guess today was okay, just normal.",-0.085,Neutral,0,0,0,0,0,7,Medium
"I guess today was okay, just normal.",-0.032,Neutral,0,0,0,0,0,7,Medium
I had a good time with my friends.,0.309,Positive,0,0,0,0,0,1,Low
I had a good time with my friends.,0.902,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.058,Neutral,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.005,Neutral,0,0,0,0,0,3,Medium
It's my fault they are mad at me.,-0.406,Negative,0,1,0,0,0,1,Medium
"I guess today was okay, just normal.",0.072,Neutral,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.085,Neutral,0,0,0,0,0,4,Medium
"I guess today was okay, just normal.",0.008,Neutral,0,0,0,0,0,1,Low
I had a good time with my friends.,0.57,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.008,Neutral,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.032,Neutral,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.079,Neutral,0,0,0,0,0,1,Low
"I feel great today, everything went well.",0.46,Positive,0,0,0,0,0,0,Low
They probably think I'm stupid.,-0.17,Negative,0,0,0,0,0,2,Medium
Things are getting better step by step.,0.738,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",0.008,Neutral,0,0,0,0,0,1,Low
Things are getting better step by step.,0.29,Positive,0,0,0,0,0,1,Low
I had a good time with my friends.,0.953,Positive,0,0,0,0,0,1,Low
"If it's not perfect, it's a total failure.",-0.19,Negative,0,0,0,0,0,2,Medium
"I feel great today, everything went well.",0.341,Positive,0,0,0,0,0,1,Low
They probably think I'm stupid.,-0.915,Negative,1,1,1,1,0,1,Medium
"I guess today was okay, just normal.",0.084,Neutral,0,0,0,0,0,2,Medium
They probably think I'm stupid.,-0.274,Negative,0,0,0,1,0,4,Medium
Things are getting better step by step.,0.991,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",0.062,Neutral,0,0,0,0,0,2,Medium
"Nothing matters anymore, it's all ruined.",-0.827,Negative,0,0,0,0,1,6,Medium
I had a good time with my friends.,0.2,Positive,0,0,0,0,0,1,Low
"I feel great today, everything went well.",0.488,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.044,Neutral,0,0,0,0,0,5,Medium
I am so stressed and tired of this.,-0.751,Negative,0,1,0,0,0,3,Medium
"I feel great today, everything went well.",0.263,Positive,0,0,0,0,0,2,Medium
Things are getting better step by step.,0.156,Positive,0,0,0,0,0,2,Medium
"I feel great today, everything went well.",0.878,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.069,Neutral,0,0,0,0,0,1,Low
It's my fault they are mad at me.,-0.144,Negative,0,0,0,0,0,7,Medium
Things are getting better step by step.,0.156,Positive,0,0,0,0,0,1,Low
They probably think I'm stupid.,-0.142,Negative,0,0,0,0,0,2,Medium
I had a good time with my friends.,0.926,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",0.073,Neutral,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.087,Neutral,0,0,0,0,0,0,Low
"I feel great today, everything went well.",0.865,Positive,0,0,0,0,0,1,Low
Things are getting better step by step.,0.925,Positive,0,0,0,0,0,2,Medium
It's my fault they are mad at me.,-0.743,Negative,0,0,0,1,1,6,High
"If it's not perfect, it's a total failure.",-0.965,Negative,1,1,0,0,0,1,Medium
"I feel great today, everything went well.",0.546,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.06,Neutral,0,0,0,0,0,4,Medium
"I feel great today, everything went well.",0.78,Positive,0,0,0,0,0,0,Low
"If it's not perfect, it's a total failure.",-0.234,Negative,0,0,0,0,0,5,Medium
"I guess today was okay, just normal.",-0.067,Neutral,0,0,0,0,0,4,Medium
"I guess today was okay, just normal.",0.006,Neutral,0,0,0,0,0,0,Low
I am so stressed and tired of this.,-0.803,Negative,0,0,0,0,1,1,Medium
It's my fault they are mad at me.,-0.44,Negative,0,1,0,1,0,1,Medium
It's my fault they are mad at me.,-0.134,Negative,0,0,0,0,0,3,Medium
"I will never succeed, this always happens.",-0.262,Negative,0,0,1,0,0,2,Medium
Things are getting better step by step.,0.175,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",0.023,Neutral,0,0,0,0,0,2,Medium
They probably think I'm stupid.,-0.918,Negative,1,1,0,0,0,6,High
"I feel great today, everything went well.",0.659,Positive,0,0,0,0,0,0,Low
They probably think I'm stupid.,-0.657,Negative,0,0,1,1,0,7,High
"I guess today was okay, just normal.",0.017,Neutral,0,0,0,0,0,2,Medium
I am so stressed and tired of this.,-0.827,Negative,0,1,0,0,0,6,Medium
Things are getting better step by step.,0.16,Positive,0,0,0,0,0,1,Low
I am so stressed and tired of this.,-0.279,Negative,0,0,0,1,0,2,Medium
"I will never succeed, this always happens.",-0.422,Negative,0,0,1,1,0,4,Medium
"I guess today was okay, just normal.",-0.004,Neutral,0,0,0,0,0,1,Low
"I feel great today, everything went well.",0.877,Positive,0,0,0,0,0,2,Medium
"I feel great today, everything went well.",0.692,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.041,Neutral,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.052,Neutral,0,0,0,0,0,2,Medium
"I feel great today, everything went well.",0.766,Positive,0,0,0,0,0,0,Low
Things are getting better step by step.,0.971,Positive,0,0,0,0,0,1,Low
"I feel great today, everything went well.",0.625,Positive,0,0,0,0,0,2,Medium
Things are getting better step by step.,0.208,Positive,0,0,0,0,0,1,Low
"I will never succeed, this always happens.",-0.65,Negative,1,0,1,1,1,1,Medium
"Nothing matters anymore, it's all ruined.",-0.467,Negative,0,0,0,1,0,7,Medium
"I feel great today, everything went well.",0.63,Positive,0,0,0,0,0,1,Low
I am so stressed and tired of this.,-0.524,Negative,1,0,1,1,1,6,High
I had a good time with my friends.,0.296,Positive,0,0,0,0,0,1,Low
"I will never succeed, this always happens.",-0.843,Negative,0,0,0,0,0,5,Medium
"If it's not perfect, it's a total failure.",-0.363,Negative,0,0,0,0,0,5,Medium
"I guess today was okay, just normal.",0.069,Neutral,0,0,0,0,0,2,Medium
"I feel great today, everything went well.",0.871,Positive,0,0,0,0,0,0,Low
"Nothing matters anymore, it's all ruined.",-0.881,Negative,0,0,1,0,0,5,Medium
"I guess today was okay, just normal.",-0.069,Neutral,0,0,0,0,0,4,Medium
"I feel great today, everything went well.",0.571,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.096,Neutral,0,0,0,0,0,0,Low
"I will never succeed, this always happens.",-0.613,Negative,0,0,1,0,0,6,Medium
Things are getting better step by step.,0.621,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.086,Neutral,0,0,0,0,0,5,Medium
"I guess today was okay, just normal.",-0.078,Neutral,0,0,0,0,0,2,Medium
They probably think I'm stupid.,-0.537,Negative,0,0,0,0,0,3,Medium
"I feel great today, everything went well.",0.196,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.021,Neutral,0,0,0,0,0,4,Medium
Things are getting better step by step.,0.643,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",0.01,Neutral,0,0,0,0,0,2,Medium
It's my fault they are mad at me.,-0.567,Negative,1,0,0,0,1,1,Medium
"I feel great today, everything went well.",0.747,Positive,0,0,0,0,0,1,Low
It's my fault they are mad at me.,-0.958,Negative,1,1,0,0,1,7,High
"Nothing matters anymore, it's all ruined.",-0.681,Negative,1,1,1,0,1,7,High
"If it's not perfect, it's a total failure.",-0.309,Negative,1,0,0,0,0,3,Medium
"I guess today was okay, just normal.",-0.078,Neutral,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.035,Neutral,0,0,0,0,0,5,Medium
"Nothing matters anymore, it's all ruined.",-0.97,Negative,1,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.015,Neutral,0,0,0,0,0,7,Medium
It's my fault they are mad at me.,-0.46,Negative,1,1,1,0,0,3,Medium
"I guess today was okay, just normal.",0.077,Neutral,0,0,0,0,0,0,Low
Things are getting better step by step.,0.679,Positive,0,0,0,0,0,2,Medium
"Nothing matters anymore, it's all ruined.",-0.827,Negative,1,0,1,0,1,5,High
I am so stressed and tired of this.,-0.615,Negative,1,0,1,0,0,3,High
Things are getting better step by step.,0.226,Positive,0,0,0,0,0,2,Medium
I am so stressed and tired of this.,-0.848,Negative,1,0,0,0,1,1,Medium
"Nothing matters anymore, it's all ruined.",-0.539,Negative,0,1,1,1,0,3,High
They probably think I'm stupid.,-0.161,Negative,0,0,0,0,0,5,Medium
"I guess today was okay, just normal.",-0.03,Neutral,0,0,0,0,0,4,Medium
I had a good time with my friends.,0.281,Positive,0,0,0,0,0,2,Medium
Things are getting better step by step.,0.389,Positive,0,0,0,0,0,0,Low
I am so stressed and tired of this.,-0.143,Negative,0,0,0,0,0,5,Medium
"I will never succeed, this always happens.",-0.722,Negative,1,1,1,0,0,4,High
"Nothing matters anymore, it's all ruined.",-0.32,Negative,0,0,1,0,0,4,Medium
"I feel great today, everything went well.",0.545,Positive,0,0,0,0,0,2,Medium
I am so stressed and tired of this.,-0.571,Negative,0,0,1,0,1,3,High
"I guess today was okay, just normal.",0.062,Neutral,0,0,0,0,0,1,Low
"I feel great today, everything went well.",0.401,Positive,0,0,0,0,0,0,Low
Things are getting better step by step.,0.863,Positive,0,0,0,0,0,0,Low
I had a good time with my friends.,0.657,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.071,Neutral,0,0,0,0,0,1,Low
They probably think I'm stupid.,-0.447,Negative,1,0,0,0,0,2,Medium
"Nothing matters anymore, it's all ruined.",-0.522,Negative,1,1,0,0,0,7,High
"Nothing matters anymore, it's all ruined.",-0.173,Negative,0,0,0,0,0,1,Low
"I will never succeed, this always happens.",-0.101,Negative,0,0,0,0,0,5,Medium
"I guess today was okay, just normal.",-0.035,Neutral,0,0,0,0,0,5,Medium
They probably think I'm stupid.,-0.516,Negative,0,1,1,0,0,2,Medium
Things are getting better step by step.,0.181,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.076,Neutral,0,0,0,0,0,5,Medium
Things are getting better step by step.,0.997,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",0.073,Neutral,0,0,0,0,0,2,Medium
"I feel great today, everything went well.",0.132,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.055,Neutral,0,0,0,0,0,2,Medium
"I feel great today, everything went well.",0.59,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",0.014,Neutral,0,0,0,0,0,1,Low
"Nothing matters anymore, it's all ruined.",-0.891,Negative,1,1,1,0,0,2,Medium
"I guess today was okay, just normal.",0.006,Neutral,0,0,0,0,0,0,Low
"I will never succeed, this always happens.",-0.976,Negative,1,1,0,1,1,4,High
"I feel great today, everything went well.",0.988,Positive,0,0,0,0,0,1,Low
I had a good time with my friends.,0.238,Positive,0,0,0,0,0,0,Low
"If it's not perfect, it's a total failure.",-0.711,Negative,0,1,0,1,1,2,Medium
I am so stressed and tired of this.,-0.902,Negative,0,0,0,0,1,3,Medium
"I guess today was okay, just normal.",0.005,Neutral,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.094,Neutral,0,0,0,0,0,1,Low
Things are getting better step by step.,0.936,Positive,0,0,0,0,0,0,Low
"If it's not perfect, it's a total failure.",-0.421,Negative,1,1,0,1,0,7,Medium
"I guess today was okay, just normal.",-0.03,Neutral,0,0,0,0,0,5,Medium
"I guess today was okay, just normal.",-0.008,Neutral,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.083,Neutral,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",0.004,Neutral,0,0,0,0,0,2,Medium
I am so stressed and tired of this.,-0.988,Negative,0,0,0,0,0,4,Medium
"I feel great today, everything went well.",0.717,Positive,0,0,0,0,0,1,Low
"If it's not perfect, it's a total failure.",-0.232,Negative,0,0,0,1,0,7,Medium
Things are getting better step by step.,0.197,Positive,0,0,0,0,0,1,Low
"If it's not perfect, it's a total failure.",-0.415,Negative,0,1,1,0,0,2,Medium
"I feel great today, everything went well.",0.706,Positive,0,0,0,0,0,2,Medium
Things are getting better step by step.,0.493,Positive,0,0,0,0,0,0,Low
They probably think I'm stupid.,-0.378,Negative,1,0,1,0,0,3,Medium
"I feel great today, everything went well.",0.758,Positive,0,0,0,0,0,0,Low
"Nothing matters anymore, it's all ruined.",-0.428,Negative,1,0,1,0,0,3,Medium
"Nothing matters anymore, it's all ruined.",-0.151,Negative,0,0,0,0,0,3,Medium
"I guess today was okay, just normal.",-0.029,Neutral,0,0,0,0,0,3,Medium
"I guess today was okay, just normal.",0.075,Neutral,0,0,0,0,0,2,Medium
"Nothing matters anymore, it's all ruined.",-0.602,Negative,1,0,0,0,1,1,Medium
"If it's not perfect, it's a total failure.",-0.285,Negative,0,0,0,1,0,5,Medium
"I guess today was okay, just normal.",0.071,Neutral,0,0,0,0,0,1,Low
"If it's not perfect, it's a total failure.",-0.11,Negative,0,0,0,0,0,7,Medium
"I feel great today, everything went well.",0.607,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.012,Neutral,0,0,0,0,0,6,Medium
"I guess today was okay, just normal.",-0.05,Neutral,0,0,0,0,0,5,Medium
I had a good time with my friends.,0.749,Positive,0,0,0,0,0,1,Low
"If it's not perfect, it's a total failure.",-0.917,Negative,1,1,0,1,0,5,High
"I feel great today, everything went well.",0.354,Positive,0,0,0,0,0,0,Low
"I feel great today, everything went well.",0.103,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",0.027,Neutral,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.018,Neutral,0,0,0,0,0,2,Medium
They probably think I'm stupid.,-0.154,Negative,0,0,0,0,0,7,Medium
Things are getting better step by step.,0.977,Positive,0,0,0,0,0,2,Medium
I am so stressed and tired of this.,-0.163,Negative,0,0,0,0,0,6,Medium
"I guess today was okay, just normal.",-0.047,Neutral,0,0,0,0,0,5,Medium
I had a good time with my friends.,0.426,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.1,Neutral,0,0,0,0,0,2,Medium
"I will never succeed, this always happens.",-0.905,Negative,1,1,0,0,1,3,High
"I feel great today, everything went well.",0.238,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.005,Neutral,0,0,0,0,0,2,Medium
I am so stressed and tired of this.,-0.751,Negative,0,0,0,0,0,7,Medium
"I feel great today, everything went well.",0.858,Positive,0,0,0,0,0,2,Medium
"I feel great today, everything went well.",0.401,Positive,0,0,0,0,0,0,Low
It's my fault they are mad at me.,-0.606,Negative,1,1,1,1,1,1,Medium
"I guess today was okay, just normal.",0.083,Neutral,0,0,0,0,0,2,Medium
They probably think I'm stupid.,-0.665,Negative,0,1,0,0,1,1,Medium
I had a good time with my friends.,0.253,Positive,0,0,0,0,0,0,Low
"I feel great today, everything went well.",0.527,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.005,Neutral,0,0,0,0,0,7,Medium
"I guess today was okay, just normal.",-0.032,Neutral,0,0,0,0,0,3,Medium
"If it's not perfect, it's a total failure.",-0.573,Negative,1,0,0,0,1,4,High
"I guess today was okay, just normal.",-0.095,Neutral,0,0,0,0,0,4,Medium
"Nothing matters anymore, it's all ruined.",-0.368,Negative,0,0,0,1,0,4,Medium
"I will never succeed, this always happens.",-0.121,Negative,0,0,0,0,0,2,Medium
Things are getting better step by step.,0.139,Positive,0,0,0,0,0,0,Low
"I feel great today, everything went well.",0.561,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.036,Neutral,0,0,0,0,0,3,Medium
They probably think I'm stupid.,-0.764,Negative,1,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.051,Neutral,0,0,0,0,0,1,Low
I had a good time with my friends.,0.204,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.094,Neutral,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.097,Neutral,0,0,0,0,0,0,Low
I had a good time with my friends.,0.116,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.035,Neutral,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.004,Neutral,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.095,Neutral,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.05,Neutral,0,0,0,0,0,4,Medium
I am so stressed and tired of this.,-0.364,Negative,1,0,0,0,0,6,Medium
"I will never succeed, this always happens.",-0.966,Negative,0,1,0,0,1,3,High
"I guess today was okay, just normal.",-0.01,Neutral,0,0,0,0,0,7,Medium
"I guess today was okay, just normal.",0.004,Neutral,0,0,0,0,0,1,Low
I had a good time with my friends.,0.771,Positive,0,0,0,0,0,2,Medium
They probably think I'm stupid.,-0.237,Negative,0,0,1,0,0,6,Medium
I had a good time with my friends.,0.861,Positive,0,0,0,0,0,2,Medium
